"AT000B053517","CECE BONUS III    ","        ","2010/09/24",1962.00        ,1.87     ,1926.00        ,1539.00        ,2059.00        ,0            ,.00                ,"1900/01/01","8","2","C"
"CZ0001500086","HL.M.PRAHA 6,85/11","BDAHLMPH","2010/09/24",99.60          ,.00      ,99.60          ,99.60          ,99.60          ,0            ,.00                ,"2009/11/10","1","2","A"
"CZ0001500094","HL.M.PRAHA VAR/11 ","BDBHLMPH","2010/09/24",100.05         ,.00      ,100.05         ,100.05         ,100.05         ,0            ,.00                ,"2010/09/08","1","2","A"
"CZ0001500102","LIBEREC VAR/25    ","BDAMESLI","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/08/25","1","2","C"
"CZ0002000300","HZL ČMHB 4,40/10  ","BDLREGI ","2010/09/24",103.15         ,.00      ,103.15         ,103.15         ,103.15         ,0            ,.00                ,"2010/02/23","1","2","C"
"CZ0002000557","HZL EBANKA 4,50/10","BDAZEBA ","2010/09/24",104.07         ,.00      ,104.07         ,104.07         ,104.07         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002000565","HZL KB VAR/15     ","BDXKOMB ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/08/02","1","2","C"
"CZ0002000623","HZL ČS 4,75/15    ","BDNCSPO ","2010/09/24",113.36         ,.00      ,113.36         ,113.36         ,113.36         ,0            ,.00                ,"2009/11/11","1","2","C"
"CZ0002000649","HZL HVB 4,50/15   ","BDDVERBA","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/08/17","1","2","C"
"CZ0002000656","HZL ČMHB VAR/15   ","BDTREGI ","2010/09/24",109.20         ,.00      ,109.20         ,109.20         ,109.20         ,0            ,.00                ,"2007/12/13","1","2","C"
"CZ0002000664","HZL KB 4,40/15    ","BDYKOMB ","2010/09/24",106.00         ,.00      ,106.00         ,106.00         ,106.00         ,0            ,.00                ,"2008/10/09","1","2","C"
"CZ0002000672","HZL HVB 3,50/10   ","BDEVERBA","2010/09/24",101.10         ,.00      ,101.10         ,101.10         ,101.10         ,0            ,.00                ,"2010/08/16","1","2","C"
"CZ0002000680","HZL HVB 5,00/25   ","BDFVERBA","2010/09/24",113.00         ,.00      ,113.00         ,113.00         ,113.00         ,0            ,.00                ,"2008/12/10","1","2","C"
"CZ0002000698","HZL RBCZ 4,50/10  ","BDERZBC ","2010/09/24",105.63         ,.00      ,105.63         ,105.63         ,105.63         ,0            ,.00                ,"2010/08/19","1","2","C"
"CZ0002000755","HZL ČS 4,80/16    ","BDRCSPO ","2010/09/24",111.79         ,.00      ,111.79         ,111.79         ,111.79         ,0            ,.00                ,"2008/12/04","1","2","C"
"CZ0002000797","HZL HB 4,60/11    ","BDVREGI ","2010/09/24",106.30         ,.00      ,106.30         ,106.30         ,106.30         ,0            ,.00                ,"2009/01/30","1","2","C"
"CZ0002000805","HZL RBCZ 4,70/11  ","BDFRZBC ","2010/09/24",105.90         ,.00      ,105.90         ,105.90         ,105.90         ,0            ,.00                ,"2010/07/15","1","2","C"
"CZ0002000862","HZL HB 4,70/11    ","BDYREGI ","2010/09/24",102.40         ,.00      ,102.40         ,102.40         ,105.05         ,0            ,.00                ,"2010/08/24","1","2","C"
"CZ0002000888","HZL RBCZ 4,40/11  ","BDGRZBC ","2010/09/24",101.15         ,.00      ,101.15         ,101.15         ,101.15         ,0            ,.00                ,"2010/08/25","1","2","C"
"CZ0002000896","HZL ČS VAR/11     ","BDTCSPO ","2010/09/24",107.68         ,.00      ,107.68         ,107.68         ,107.68         ,0            ,.00                ,"2007/01/03","1","2","C"
"CZ0002000904","HZL ČS 3,65/14    ","BDUCSPO ","2010/09/24",100.50         ,.00      ,100.50         ,100.50         ,100.50         ,0            ,.00                ,"2008/12/23","1","2","C"
"CZ0002000912","HZL WHB 5,00/11   ","BDCWUHYB","2010/09/24",106.04         ,.00      ,106.04         ,106.04         ,106.04         ,0            ,.00                ,"2010/08/12","1","2","C"
"CZ0002000946","HZL RBCZ 4,80/12  ","BDHRZBC ","2010/09/24",103.00         ,.00      ,103.00         ,103.00         ,103.00         ,0            ,.00                ,"2010/08/11","1","2","C"
"CZ0002000979","HZL HB 4,65/12    ","BOCREGI ","2010/09/24",103.95         ,.00      ,103.95         ,103.95         ,103.95         ,0            ,.00                ,"2008/03/20","1","2","C"
"CZ0002000995","HZL ČS 5,90/12    ","BDXCSPO ","2010/09/24",109.35         ,.00      ,109.35         ,109.35         ,109.35         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001019","HZL HB 4,90/12    ","BODREGI ","2010/09/24",104.65         ,.00      ,104.65         ,104.65         ,104.65         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001068","HZL ČS 4,50/15    ","BDYCSPO ","2010/09/24",101.76         ,.00      ,101.76         ,101.76         ,101.76         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001084","HZL ČS VAR/14     ","BDZCSPO ","2010/09/24",110.08         ,.00      ,110.08         ,110.08         ,110.08         ,0            ,.00                ,"2010/08/03","1","2","C"
"CZ0002001134","HZL ČS VAR/17     ","BOACSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001159","HZL VB CZ 5,40/12 ","BDCVOLKB","2010/09/24",105.51         ,.00      ,105.51         ,105.51         ,105.51         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001175","HZL RBCZ 5,00/12  ","BDIRZBC ","2010/09/24",103.96         ,.00      ,103.96         ,103.96         ,103.96         ,0            ,.00                ,"2010/02/26","1","2","C"
"CZ0002001183","HZL HB VAR/37     ","BOEREGI ","2010/09/24",116.79         ,.00      ,116.79         ,116.79         ,116.79         ,0            ,.00                ,"2008/05/22","1","2","C"
"CZ0002001191","HZL ČS VAR/22     ","BOBCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001209","HZL WHB 5,60/12   ","BDDWUHYB","2010/09/24",108.10         ,.00      ,108.10         ,107.00         ,108.10         ,0            ,.00                ,"2010/09/16","1","2","C"
"CZ0002001266","HZL HB VAR/37     ","BOFREGI ","2010/09/24",115.33         ,.00      ,115.33         ,115.33         ,115.33         ,0            ,.00                ,"2009/03/16","1","2","C"
"CZ0002001274","HZL ČS VAR/14     ","BODCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/01/04","1","2","C"
"CZ0002001282","HZL ČS 5,90/17    ","BOECSPO ","2010/09/24",112.37         ,.00      ,112.37         ,112.37         ,112.37         ,0            ,.00                ,"2008/12/16","1","2","C"
"CZ0002001290","HZL ČS 4,00/10    ","BOFCSPO ","2010/09/24",99.89          ,.00      ,99.89          ,99.89          ,99.89          ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001308","HZL HB VAR/37     ","BOGREGI ","2010/09/24",116.71         ,.00      ,116.71         ,116.71         ,116.71         ,0            ,.00                ,"2009/04/29","1","2","C"
"CZ0002001316","HZL EBANKA 5,30/14","BDBZEBA ","2010/09/24",105.12         ,.00      ,105.12         ,105.12         ,105.12         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001407","HZL ČS VAR/22     ","BOHCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001415","HZL ČS 6,15/23    ","BOGCSPO ","2010/09/24",117.48         ,.00      ,117.48         ,117.48         ,117.48         ,0            ,.00                ,"2008/12/12","1","2","C"
"CZ0002001423","HZL ČS 5,85/17    ","BOICSPO ","2010/09/24",112.27         ,.00      ,112.27         ,112.27         ,112.27         ,0            ,.00                ,"2007/12/19","1","2","C"
"CZ0002001662","HZL RBCZ 4,90/12  ","BDJRZBC ","2010/09/24",103.26         ,.00      ,103.26         ,103.26         ,103.26         ,0            ,.00                ,"2008/06/04","1","2","C"
"CZ0002001670","HZL RBCZ 5,10/17  ","BDKRZBC ","2010/09/24",105.53         ,.00      ,105.53         ,105.53         ,105.53         ,0            ,.00                ,"2007/12/20","1","2","C"
"CZ0002001696","HZL EBANKA 6,00/17","BDCZEBA ","2010/09/24",112.09         ,.00      ,112.09         ,112.09         ,112.09         ,0            ,.00                ,"2007/12/20","1","2","C"
"CZ0002001712","HZL HB VAR/37     ","BOHREGI ","2010/09/24",115.18         ,.00      ,115.18         ,115.18         ,115.18         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001720","HZL HB VAR/37     ","BOIREGI ","2010/09/24",116.50         ,.00      ,116.50         ,116.50         ,116.50         ,0            ,.00                ,"2007/12/20","1","2","C"
"CZ0002001910","HZL UCB VAR/37    ","BDGVERBA","2010/09/24",117.19         ,.00      ,117.19         ,117.19         ,117.19         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002001928","HZL RBCZ 5,50/17  ","BDLRZBC ","2010/09/24",107.57         ,.00      ,107.57         ,107.57         ,107.57         ,0            ,.00                ,"2008/11/13","1","2","C"
"CZ0002001985","HZL WHB 5,80/12   ","BDEWUHYB","2010/09/24",108.49         ,.00      ,108.49         ,106.04         ,108.49         ,0            ,.00                ,"2010/09/03","1","2","C"
"CZ0002002058","HZL RBCZ 4,30/13  ","BDMRZBC ","2010/09/24",98.60          ,.00      ,98.60          ,98.60          ,98.60          ,0            ,.00                ,"2010/08/16","1","2","C"
"CZ0002002066","HZL RBCZ 4,45/11  ","BDNRZBC ","2010/09/24",99.89          ,.00      ,99.89          ,99.89          ,99.89          ,0            ,.00                ,"2010/02/26","1","2","C"
"CZ0002002082","HZL WHB VAR/12    ","BDFWUHYB","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002002090","HZL WHB 3,774/14  ","BDGWUHYB","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002002124","HZL RBCZ 4,10/14  ","BDORZBC ","2010/09/24",100.98         ,.00      ,100.98         ,100.98         ,100.98         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002002223","HZL WHB VAR/15    ","BDHWUHYB","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0002002231","HZL WHB 3,39/14   ","BDIWUHYB","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003500605","MERO ČR 10,30/11  ","BDAMERO ","2010/09/24",104.76         ,.00      ,104.76         ,104.76         ,104.76         ,0            ,.00                ,"2006/12/21","2","2","C"
"CZ0003501041","UNIPETROL VAR/13  ","BDAUNIPE","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2007/02/28","1","2","C"
"CZ0003501058","ČEZ VAR/14        ","BDGCEZ  ","2010/09/24",105.00         ,.00      ,105.00         ,105.00         ,105.00         ,0            ,.00                ,"2010/07/23","1","2","C"
"CZ0003501397","SDC 4,60/11      ","BDASZDC ","2010/09/24",99.98          ,.00      ,99.98          ,99.98          ,99.98          ,0            ,.00                ,"2010/05/27","1","2","A"
"CZ0003501462","SM VAK OVA 5,00/15","BDAVOKAO","2010/09/24",99.66          ,.00      ,99.66          ,99.66          ,99.66          ,0            ,.00                ,"2010/09/02","1","2","A"
"CZ0003501603","DALKIA ČR 4,24/15 ","BDDMRSTE","2010/09/24",102.05         ,.00      ,102.05         ,102.05         ,102.05         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003501637","GREENVALE VAR/14  ","BDAGVALE","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2009/03/25","1","2","C"
"CZ0003501660","ZONER SOF.10,00/14","BDAZONSO","2010/09/24",100.50         ,.00      ,100.50         ,100.00         ,101.00         ,0            ,.00                ,"2010/06/01","1","2","C"
"CZ0003501678","VIG RE ZAJ.0,00/14","BDAVIGRZ","2010/09/24",83.00          ,.00      ,83.00          ,83.00          ,83.00          ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003501694","ISTROKAP.CZ10,0/16","BDAISTRO","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/04/14","1","2","A"
"CZ0003700692","ČKA 4,00/10       ","BDCCKA  ","2010/09/24",99.76          ,.00      ,99.76          ,99.76          ,99.76          ,0            ,.00                ,"2009/10/15","1","2","A"
"CZ0003700767","ČS VAR/14         ","BDGCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2008/09/09","1","2","C"
"CZ0003701047","ČS VAR/12         ","BDLCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2009/05/14","1","2","C"
"CZ0003701054","ČS KOMB/17        ","BDMCSPO ","2010/09/24",90.00          ,.00      ,90.00          ,90.00          ,90.00          ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003701062","ČS KOMB/13        ","BDOCSPO ","2010/09/24",100.17         ,.00      ,100.17         ,100.17         ,100.17         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003701187","ČS VAR/16         ","BDSCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/09/03","1","2","C"
"CZ0003701286","ČS 3,49/12        ","BDWCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/07/07","1","2","C"
"CZ0003701401","ČP 5,10/12        ","BDBCSPOJ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003701799","ČSOB VAR/18       ","BDFCEKO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003702250","ČM ST.SP. 0,00/20 ","BDACMSS ","2010/09/24",64.72          ,.00      ,64.72          ,64.72          ,64.72          ,0            ,.00                ,"2010/01/19","1","2","C"
"CZ0003702268","ČS 3,50/12        ","BOJCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/09/06","1","2","C"
"CZ0003702276","WÜST.ST.SP.VAR/20 ","BDBSSWT ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","1","2","C"
"CZ0003702359","ČS 3,00/13        ","BOKCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/09/06","1","2","C"
"CZ0003702367","ČS VAR/13         ","BOLCSPO ","2010/09/24",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"2010/05/19","1","2","C"
"CZ0005005850","JČ PAPÍRNY VĚTŘNÍ ","BAAJIP  ","2010/09/24",9.00           ,.00      ,9.00           ,8.00           ,12.60          ,0            ,.00                ,"2010/09/10","1","2","C"
"CZ0005078154","PRASKÁ ENERGETIKA","BAAPRENG","2010/09/24",7041.00        ,.00      ,7041.00        ,6670.00        ,7650.00        ,0            ,.00                ,"2010/09/22","1","2","C"
"CZ0005084459","SM PLYNÁRENSKÁ    ","BAASMPLY","2010/09/24",5716.00        ,.00      ,5716.00        ,5444.00        ,5716.00        ,0            ,.00                ,"2009/03/23","1","2","C"
"CZ0005088559","TOMA              ","BAATOMA ","2010/09/24",580.10         ,.00      ,580.10         ,567.00         ,690.00         ,0            ,.00                ,"2010/09/23","1","2","C"
"CZ0005092551","VČ PLYNÁRENSKÁ    ","BAAVCPLY","2010/09/24",4970.00        ,.00      ,4970.00        ,4970.00        ,5500.00        ,0            ,.00                ,"2010/04/08","1","2","C"
"CZ0005092858","SPOLEK CH.HUT.VÝR.","BAASPOCH","2010/09/24",200.00         ,.00      ,200.00         ,200.00         ,220.00         ,0            ,.00                ,"2009/10/07","2","2","C"
"CZ0005112300","ČEZ               ","BAACEZ  ","2010/09/24",822.90         ,-.25     ,825.00         ,818.00         ,942.00         ,342972       ,281819765.00       ,"2010/09/24","3","2","A"
"CZ0008019106","KOMERČNÍ BANKA    ","BAAKOMB ","2010/09/24",3898.00        ,1.01     ,3859.00        ,3250.00        ,4259.00        ,32125        ,123906987.10       ,"2010/09/24","3","2","A"
"CZ0008413556","ČESKÁ NÁMOŘ.PLAVBA","BAACSNAP","2010/09/24",490.00         ,.00      ,490.00         ,425.00         ,491.90         ,0            ,.00                ,"2010/07/09","1","2","C"
"CZ0009055158","PRASKÉ SLUBY    ","BAAPRSLU","2010/09/24",817.00         ,.00      ,817.00         ,817.00         ,817.00         ,0            ,.00                ,"2007/05/24","1","2","C"
"CZ0009091500","UNIPETROL         ","BAAUNIPE","2010/09/24",212.00         ,-1.07    ,214.30         ,133.20         ,228.40         ,124640       ,26272915.00        ,"2010/09/24","3","2","A"
"CZ0009093209","TELEFÓNICA O2 C.R.","BAATELEC","2010/09/24",390.00         ,.05      ,389.80         ,377.00         ,452.50         ,210165       ,81944920.80        ,"2010/09/24","3","2","A"
"CZ0150000391","PX FUT DEC10      ","        ","2010/09/24",1133.00        ,.62      ,1126.00        ,1102.00        ,1197.00        ,0            ,.00                ,"2010/09/23","9","2","C"
"CZ0150000409","CEZ FUT DEC10     ","        ","2010/09/24",830.10         ,.00      ,830.10         ,821.10         ,905.10         ,0            ,.00                ,"2010/08/24","9","2","C"
"CZ0150000417","ERBA FUT DEC10    ","        ","2010/09/24",722.60         ,1.92     ,709.00         ,668.10         ,805.10         ,0            ,.00                ,"2010/09/08","9","2","C"
"CZ0150000425","PX FUT MAR11      ","        ","2010/09/24",1133.00        ,.18      ,1131.00        ,1131.00        ,1140.00        ,0            ,.00                ,"1900/01/01","9","2","C"
"CZ0150000433","CEZ FUT MAR11     ","        ","2010/09/24",831.10         ,.00      ,831.10         ,831.10         ,835.10         ,0            ,.00                ,"1900/01/01","9","2","C"
"CZ0150000441","ERBA FUT MAR11    ","        ","2010/09/24",718.10         ,.70      ,713.10         ,713.10         ,718.10         ,0            ,.00                ,"1900/01/01","9","2","C"
"LU0122624777","ORCO              ","BAAORCO ","2010/09/24",189.02         ,3.83     ,182.05         ,117.00         ,228.00         ,19100        ,3529357.85         ,"2010/09/24","3","2","A"
"LU0259919230","ECM               ","BAAECM  ","2010/09/24",153.00         ,-.99     ,154.53         ,122.01         ,378.40         ,1773         ,275397.00          ,"2010/09/24","3","2","A"
"LU0275164910","PEGAS NONWOVENS   ","BAAPEGAS","2010/09/24",444.90         ,1.11     ,440.00         ,410.00         ,469.00         ,4442         ,1960327.30         ,"2010/09/24","3","2","A"
"NL0006033375","AAA               ","BAAAAA  ","2010/09/24",17.54          ,.52      ,17.45          ,13.15          ,19.41          ,3283         ,56742.60           ,"2010/09/24","3","2","A"
"NL0006282204","NWR               ","BAANWR  ","2010/09/24",215.00         ,-.09     ,215.20         ,156.90         ,285.50         ,261846       ,56119763.60        ,"2010/09/24","3","2","A"
"US4824702009","KITD              ","BAAKITDG","2010/09/24",206.00         ,.59      ,204.80         ,163.50         ,290.00         ,3753         ,767451.80          ,"2010/09/24","3","2","A"
"XS0258854495","ECM WARRANTS      ","        ","2010/09/24",250.30         ,.00      ,250.30         ,250.30         ,480.30         ,0            ,.00                ,"2008/06/13","0","2","C"
"XS0319645981","ECM 5,00/11       ","BDBECM  ","2010/09/24",92.00          ,.00      ,92.00          ,92.00          ,92.00          ,0            ,.00                ,"1900/01/01","1","2","A"
"XS0319646286","ECM WARRANTS 2007 ","        ","2010/09/24",51.24          ,.00      ,51.24          ,51.24          ,140.25         ,0            ,.00                ,"2008/06/04","0","2","C"
"XS0322226415","KOMODITY PLUS     ","        ","2010/09/24",974.60         ,-.01     ,974.70         ,934.60         ,976.70         ,0            ,.00                ,"2010/09/15","8","2","C"